Date,Store Name,City,Item Description,Bottles Sold,Sale (Dollars)
11/01/2022,GUDDI MART / WATERLOO,WATERLOO,KINKY PINK,6,$90.00
11/01/2022,WAL-MART 4606 / OSCEOLA,OSCEOLA,CAPTAIN MORGAN SLICED APPLE,12,$163.08
11/01/2022,CORK IT!,LE MARS,CAZADORES REPOSADO,1,$21.75
11/01/2022,FAREWAY STORES #044 / BETTENDORF,BETTENDORF,WOODFORD RESERVE DOUBLE OAKED,6,$283.50
11/01/2022,HY-VEE WINE AND SPIRITS / LE MARS,LE MARS,BLACK VELVET PEACH CANADIAN WHISKEY MINI,6,$76.50
11/02/2022,CARSTENSEN'S MEAT AND GROCERY / LAKE PARK,LAKE PARK,CAPTAIN MORGAN ORIGINAL SPICED,6,$81.54
11/02/2022,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,JAGERMEISTER LIQUEUR,6,$129.18
11/02/2022,FORT MADISON TOBACCO AND LIQUOR OUTLET PLUS / FORT MADISON,FORT MADISON,ABSOLUT SWEDISH VODKA 80PRF,12,$179.88
11/02/2022,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,FOUR ROSES BOURBON,12,$225.00
11/02/2022,FAREWAY STORES #850 / SPIRIT LAKE,SPIRIT LAKE,LAUDERS,6,$103.50
11/02/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,CAPTAIN MORGAN ORIGINAL SPICED,12,$224.88
11/02/2022,HY-VEE  #2 / AMES,AMES,TEN HIGH PET,12,$73.80
11/02/2022,W-MART,DAVENPORT,HENNESSY VS,12,$224.88
11/03/2022,QUIK TRIP #500 / HUBBELL DM,DES MOINES,JOSE CUERVO ESPECIAL REPOSADO MINI,1,$18.50
11/03/2022,WAL-MART 1361 / SIOUX CITY,SIOUX CITY,CALIBER VODKA,12,$59.64
11/03/2022,HY-VEE FOOD STORE #2 / WATERLOO,WATERLOO,PLATINUM 7X VODKA,6,$84.96
11/03/2022,QUICK SHOP / CLEAR LAKE,CLEARLAKE,ELIJAH CRAIG,3,$74.25
11/03/2022,PRAIRIE MEADOWS,ALTOONA,CHRISTIAN BROS BRANDY,2,$18.00
11/03/2022,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,JACK DANIELS OLD #7 BLACK LABEL,4,$25.40
11/03/2022,CASEY'S GENERAL STORE #1901 / DES MOINES,DES MOINES,SMIRNOFF 80PRF,24,$179.76
11/03/2022,FAREWAY STORES #189 / AMES,AMES,OLE SMOKY PEANUT BUTTER WHISKEY,6,$99.00
11/03/2022,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,SOUTHERN COMFORT,4,$77.84
11/03/2022,KUM & GO #535 / DES MOINES,DES MOINES,ADMIRAL NELSON SPICED,3,$51.99
11/04/2022,FAREWAY STORES #597 / CRESTON,CRESTON,SOOH OLE SMOKY MOUNTAIN JAVA CREAM MOONSHINE,6,$117.00
11/04/2022,CASEY'S GENERAL STORE #2520 / GRIMES,GRIMES,NEW AMSTERDAM PEACH,1,$12.00
11/04/2022,1ST STOP BEVERAGE SHOP,DES MOINES,PARAMOUNT GIN,6,$65.28
11/04/2022,YESWAY STORE # 10013/ OTTUMWA,OTTUMWA,JOSE CUERVO ESPECIAL REPOSADO MINI,12,$222.00
11/04/2022,CASEY'S GENERAL STORE #3645 / LONE TREE,LONE TREE,JIM BEAM,12,$198.00
11/04/2022,CIRCLE K #22654122 / BOONE,BOONE,JIM BEAM,4,$33.60
11/04/2022,FAREWAY STORES #841 / RED OAK,RED OAK,WOODFORD RESERVE DOUBLE OAKED,6,$283.50
11/04/2022,KUM & GO #157 / URBANDALE,URBANDALE,BLACK VELVET,3,$23.55
11/04/2022,LIQUOR TOBACCO OUTLET / FORT DODGE,FORT DODGE,JACK DANIELS TENNESSEE FIRE,2,$60.82
11/04/2022,CASEY'S GENERAL STORE # 1591/ DECORAH,DECORAH,99 FRUITS MINI,12,$77.40
11/04/2022,KUM & GO #95 / DE SOTO,DE SOTO,FIREBALL CINNAMON WHISKEY,24,$192.00
11/04/2022,CASEY'S GENERAL STORE #1280 / FORT DODGE,FORT DODGE,HAWKEYE VODKA PET,12,$60.36
11/04/2022,THE HUT / COUNCIL BLUFFS,COUNCIL BLUFFS,TITOS HANDMADE VODKA,12,$237.12
11/04/2022,KWIK SPIRITS #1191 / FORT DODGE,FORT DODGE,WHISTLEPIG 6YR PIGGYBACK RYE,6,$225.00
11/07/2022,QUICK STOP / CEDAR RAPIDS,CEDAR RAPIDS,EH TAYLOR JR SMALL BATCH,1,$36.00
11/07/2022,BEER THIRTY CARROLL / CARROLL,CARROLL,KURVBALL WHISKEY MINI,6,$88.56
11/07/2022,KUM & GO #438 / MUSCATINE,MUSCATINE,FIREBALL CINNAMON WHISKEY MINI SLEEVE,12,$77.40
11/07/2022,KUM & GO #1097 / 50TH WDM,WEST DES MOINES,JACK DANIELS OLD #7 BLACK LABEL,12,$286.44
11/07/2022,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,CEDAR RAPIDS,SOBIESKI 1750 W/ SPEAKER,6,$98.94
11/07/2022,HY-VEE FOOD STORE / CHEROKEE,CHEROKEE,KAHLUA COFFEE,12,$260.88
11/07/2022,FAREWAY STORES #025 / CLINTON,CLINTON,WINDSOR CANADIAN PET,6,$90.00
11/07/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,TORTILLA WHITE,24,$239.04
11/07/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,HA CLASE AZUL PLATA,6,$507.72
11/07/2022,SAVE MORE SUPER MARKET / DAVENPORT,DAVENPORT,HENNESSY VS,12,$224.88
11/07/2022,WAL-MART 0841 / TIPTON,TIPTON,PENDLETON CANADIAN WHISKEY,12,$252.00
11/07/2022,KUM & GO #532/ WEST DSM,WEST DES MOINES,TITOS HANDMADE VODKA,12,$97.56
11/07/2022,BEECHER LIQUOR / DUBUQUE,DUBUQUE,TEQUILA ROSE LIQUEUR MINI,2,$12.90
11/08/2022,HY-VEE WINE AND SPIRITS / BETTENDORF,BETTENDORF,SEAGRAMS EXTRA SMOOTH VODKA,2,$30.00
11/08/2022,MARSHALL BEER WINE SPIRITS,MARSHALLTOWN,HAWKEYE VODKA PET,12,$60.36
11/08/2022,CORK IT!,LE MARS,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,2,$49.48
11/08/2022,HAWKEYE SMOKE AND LIQUOR / IOWA CITY,IOWA CITY,JACK DANIELS TENNESSEE FIRE MINI,12,$207.00
11/08/2022,PRIME MART #3 / WATERLOO,WATERLOO,FIVE STAR,24,$75.36
11/08/2022,FAREWAY STORES #792 / TOLEDO,TOLEDO,IOWISH CREAM SALTED CARAMEL,2,$37.50
11/08/2022,CASEY'S GENERAL STORE #1706 / WINTERSET,WINTERSET,RUMCHATA MINI,2,$26.62
11/08/2022,FAREWAY STORES #657 / INDIANOLA,INDIANOLA,1800 SILVER W/TACO HOLDER,6,$148.50
11/08/2022,WAL-MART 1625 / LEMARS,LE MARS,BLACK VELVET,12,$94.20
11/08/2022,ALI'S CORNER / WATERLOO,WATERLOO,E & J VS,96,$308.16
11/08/2022,RAYSMARKET,EVANSDALE,SEAGRAMS EXTRA SMOOTH VODKA,6,$48.42
11/09/2022,HY-VEE FOOD STORE / ALTOONA,ALTOONA,DON JULIO BLANCO,6,$278.94
11/09/2022,BROTHER'S MARKET/ SIGOURNEY,SIGOURNEY,BLACK VELVET,4,$31.40
11/09/2022,SITE FOOD MART,KEOKUK,PAUL MASSON GRANDE AMBER BRANDY VS,1,$19.23
11/09/2022,HY-VEE WINE AND SPIRITS / ANKENY,ANKENY,CANADIAN CLUB WHISKY,6,$130.50
11/09/2022,WAL-MART 1475 / WASHINGTON,WASHINGTON,CAPTAIN MORGAN OSR W/HELMET POURER,12,$324.00
11/09/2022,CASEY'S GENERAL STORE #2787 / CEDAR RAPIDS,CEDAR RAPIDS,JOSE CUERVO ESPECIAL REPOSADO,12,$207.00
11/09/2022,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,HENNESSY VS,4,$137.96
11/09/2022,EMPIRE LIQUOR AND TOBACCO / HIAWATHA,HIAWATHA,CROWN ROYAL W/2 SHOT GLASSES,4,$104.96
11/09/2022,HY-VEE / PLEASANT HILL,PLEASANT HILL,REVEL STOKE SMOKESCREEN SMOKED VANILLA,12,$125.28
11/09/2022,TOBACCO SHOP / ARNOLDS PARK,ARNOLDS PARK,SEAGRAMS 7 CROWN,3,$38.22
11/09/2022,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,SPIRIT LAKE,SCORESBY RARE SCOTCH,2,$20.22
11/09/2022,HY-VEE WINE AND SPIRITS / ALGONA,ALGONA,BASIL HAYDEN DARK RYE,6,$212.58
11/09/2022,HY-VEE FOOD STORE / KEOKUK,KEOKUK,PENDLETON CANADIAN WHISKEY,5,$105.00
11/09/2022,THE BOONEDOCKS,ARNOLDS PARK,SMIRNOFF 80PRF,4,$55.52
11/09/2022,LIQUOR LAND / AMES,AMES,CAPTAIN MORGAN ORANGE VANILLA TWIST,3,$40.77
11/09/2022,BROTHER'S MARKET WINE AND SPIRITS,SIGOURNEY,BLUE OX VODKA,6,$67.80
11/09/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,SMIRNOFF GREEN APPLE,3,$37.14
11/09/2022,FAREWAY STORES #055 / HIAWATHA,HIAWATHA,BACARDI SUPERIOR,6,$139.50
11/09/2022,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,SCORESBY RARE SCOTCH,6,$99.00
11/10/2022,HY-VEE DOLLAR FRESH / NEVADA,NEVADA,HAWKEYE VODKA,6,$64.56
11/10/2022,HY-VEE FOOD STORE / SIOUX CITY,SIOUX CITY,KINKY PINK,6,$90.00
11/10/2022,HY-VEE WINE & SPIRITS #1 / MLK,DES MOINES,PAUL MASSON GRANDE AMBER BRANDY VS MINI,2,$17.80
11/10/2022,HY-VEE FAST & FRESH - DES MOINES,URBANDALE,NEW AMSTERDAM 80PRF,8,$96.00
11/10/2022,HAPPY'S WINE & SPIRITS WHOLESALE,CEDAR FALLS,HENNESSY VS,24,$827.76
11/10/2022,WAL-MART 1361 / SIOUX CITY,SIOUX CITY,KRAKEN BLACK SPICED RUM,6,$146.82
11/10/2022,SUPER QUICK MART / WINDSOR HEIGHTS,WINDSOR HEIGHTS,EL MAYOR ANEJO,3,$78.75
11/10/2022,HY-VEE FOOD STORE / SIOUX CITY,SIOUX CITY,SLIPKNOT IOWA WHISKEY NO. 9,6,$192.00
11/11/2022,HY-VEE FORT DODGE WINE AND SPIRITS,FORT DODGE,PARAMOUNT GOLD RUM,6,$67.50
11/11/2022,HY-VEE / CORYDON,CORYDON,TITOS HANDMADE VODKA,6,$171.00
11/11/2022,JIM AND CHARLIES AFFILIATED,ALBIA,BLACK VELVET,48,$112.32
11/11/2022,HOMETOWN MARKET / CENTRAL CITY,CENTRAL CITY,JACK DANIELS OLD #7 BLACK LABEL,12,$364.92
11/11/2022,KUM & GO #59 / WAUKEE,WAUKEE,BLACK VELVET,8,$62.80
11/11/2022,MAIN STREET MARKET OF ANITA,ANITA,CROWN ROYAL W/2 GLASSES,1,$26.24
11/11/2022,1ST STOP BEVERAGE SHOP,DES MOINES,SVEDKA BLUE RASPBERRY,12,$144.00
11/11/2022,HY-VEE FOOD STORE / MOUNT AYR,MOUNT AYR,JIM BEAM WHITE WITH HIGHBALL GLASS,6,$99.00
11/11/2022,H AND A MINI MART /BP,DES MOINES,JACK DANIELS OLD #7 BLACK LABEL,2,$47.74
11/11/2022,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,SEAGRAMS EXTRA DRY GIN,2,$12.66
11/11/2022,MONTE SPIRITS,MONTEZUMA,BLACK VELVET PEACH CANADIAN WHISKEY MINI,1,$12.75
11/11/2022,DT LIQUOR LLC / DEWITT,DEWITT,OLE SMOKY BANANA PUDDING CREAM MOONSHINE,6,$117.00
11/11/2022,RICHMOND & FERRY BP,OTTUMWA,FIREBALL CINNAMON WHISKEY,24,$192.00
11/11/2022,CIRCLE K #4706604 / BURLINGTON,BURLINGTON,FIREBALL CINNAMON WHISKEY,48,$64.80
11/11/2022,HY-VEE C-STORE / SE ARMY POST,DES MOINES,FIREBALL CINNAMON WHISKEY,192,$259.20
11/11/2022,QUIK STOP  /  BURLINGTON,BURLINGTON,FIVE O'CLOCK VODKA,24,$69.60
11/11/2022,LOCAL LIQUOR / PANORA,PANORA,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR,3,$60.72
11/14/2022,HY-VEE FAST & FRESH / DAVENPORT,DAVENPORT,ABSOLUT SWEDISH VODKA 80PRF,24,$179.76
11/14/2022,HY-VEE WINE & SPIRITS / MUSCATINE,MUSCATINE,CROWN ROYAL REGAL APPLE,24,$719.76
11/14/2022,MADELLA WINE AND SPIRITS / BETTENDORF,BETTENDORF,BACARDI SUPERIOR,12,$171.00
11/14/2022,RINA MART LLC / DAVENPORT,DAVENPORT,MCCORMICK 80PRF VODKA PET,48,$129.60
11/14/2022,CASEY'S GENERAL STORE #3418 / GOWRIE,GOWRIE,BLACK VELVET,24,$110.64
11/14/2022,CASEY'S GENERAL STORE #2824 / WDM,WEST DES MOINES,JACK DANIELS TENNESSEE FIRE MINI,4,$69.00
11/14/2022,"BORMANNS NEIGHBORHOOD PITSTOP, LLC",BELLEVUE,ADMIRAL NELSON CHERRY SPICED,6,$103.98
11/14/2022,WAL-MART 1723 / DES MOINES,DES MOINES,CROWN ROYAL W/2 SHOT GLASSES,12,$314.88
11/14/2022,GOLDEN MART,DAVENPORT,RUMPLE MINZE PEPPERMINT SCHNAPPS LIQUEUR MINI,1,$20.25
11/14/2022,EXPRESS LANE GAS & FOOD MART #79,PLEASANT VALLEY,BLACK VELVET TOASTED CARAMEL,3,$23.55
11/15/2022,HY-VEE #5 / DAVENPORT,DAVENPORT,FIVE O'CLOCK GIN,6,$67.50
11/15/2022,CASEY'S GENERAL STORE # 2653 / TOLEDO,TOLEDO,TITOS HANDMADE VODKA,12,$97.56
11/15/2022,CASEY'S GENERAL STORE #1706 / WINTERSET,WINTERSET,JAGERMEISTER LIQUEUR,4,$86.12
11/15/2022,CONOCO / LE GRAND,LE GRAND,PARAMOUNT BLACKBERRY BRANDY,3,$15.99
11/15/2022,DISCOUNT LIQUORS OF IDA GROVE,IDA GROVE,BLACK VELVET,24,$238.80
11/15/2022,FAREWAY STORES #058 / ORANGE CITY,ORANGE CITY,CROWN ROYAL REGAL APPLE,6,$305.94
11/15/2022,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,FIREBALL CINNAMON WHISKEY MINI SLEEVE,48,$309.60
11/15/2022,THE HUT 23,ONAWA,DEKUYPER LUSCIOUS PEACHTREE PET,3,$52.89
11/15/2022,HY-VEE FOOD STORE / MARSHALLTOWN,MARSHALLTOWN,BAILEYS ORIGINAL IRISH CREAM,2,$26.98
11/15/2022,K-ZAR INC - WATERLOO,WATERLOO,PATRON SILVER,12,$270.00
11/15/2022,HY-VEE OELWEIN DOLLAR FRESH,OELWEIN,JACK DANIELS OLD #7 BLACK LABEL,12,$286.44
11/15/2022,FAREWAY STORES #699 / OSCEOLA,OSCEOLA,BOMBAY SAPPHIRE GIN,1,$24.75
11/15/2022,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,TITOS HANDMADE VODKA,2,$10.48
11/16/2022,HY-VEE WINE AND SPIRITS / PELLA,PELLA,PARAMOUNT GOLD RUM PET,12,$72.00
11/16/2022,BREW OIL #51 / SANBORN,SANBORN,BLACK VELVET,12,$119.40
11/16/2022,FAREWAY STORES #909 / ANKENY,ANKENY,SEAGRAMS 7 CROWN,6,$125.94
11/16/2022,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,BACARDI SUPERIOR,12,$171.00
11/16/2022,CYCLONE LIQUORS,AMES,B&B DOM,3,$87.75
11/16/2022,HY-VEE FOOD STORE #1636 / SPENCER,SPENCER,CHI-CHI'S MARGARITA,6,$58.50
11/16/2022,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,CEDAR RAPIDS,OLE SMOKY COOKIE DOUGH WHISKEY,6,$99.00
11/16/2022,SAM'S CLUB 6568 / AMES,AMES,BEEFEATER GIN,24,$539.76
11/16/2022,HY-VEE #2 / CORALVILLE,CORALVILLE,JOHNNIE WALKER RED,12,$243.00
11/16/2022,HY-VEE WINE & SPIRITS #2 / DAVENPORT,DAVENPORT,JACK DANIELS TENNESSEE HONEY,12,$364.92
11/16/2022,BENZ DISTRIBUTING,CEDAR RAPIDS,CASAMIGOS BLANCO,12,$512.88
11/16/2022,FAREWAY STORES #925 / ALTOONA,ALTOONA,SMIRNOFF PEACH,2,$24.76
11/16/2022,QUICKER LIQUOR STORE,FORT MADISON,HA HIGH WEST A MIDWINTER NIGHTS DRAM,1,$112.50
11/16/2022,HY-VEE DRUGSTORE / IOWA CITY,IOWA CITY,EVAN WILLIAMS BLACK,12,$153.00
11/16/2022,FAREWAY STORES #551 / EAGLE GROVE,EAGLE GROVE,KAHLUA COFFEE,12,$260.88
11/16/2022,HY-VEE FOOD STORE #2 / IOWA CITY,IOWA CITY,KAHLUA COFFEE,6,$247.32
11/16/2022,HY-VEE - FOREST CITY,FOREST CITY,SAZERAC RYE,4,$101.64
11/16/2022,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,SPIRIT LAKE,REBEL KSBW,2,$27.00
11/17/2022,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,MASON CITY,LUXARDO BITTER BIANCO,12,$542.52
11/17/2022,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,BULLEIT BOURBON,5,$131.20
11/17/2022,XO FOOD & LIQUOR / WATERLOO,WATERLOO,MCCORMICK 80PRF VODKA,24,$125.76
11/17/2022,HY-VEE #3 / BDI / DES MOINES,DES MOINES,UV RED CHERRY,12,$135.00
11/17/2022,HY-VEE FOOD STORE #2 / WATERLOO,WATERLOO,NEW AMSTERDAM GIN,3,$18.00
11/17/2022,FAREWAY STORES #155 / HUXLEY,HUXLEY,CROWN ROYAL REGAL APPLE,12,$314.88
11/17/2022,WILKIE LIQUORS,MOUNT VERNON,UV RED CHERRY,12,$135.00
11/17/2022,FAREWAY STORES #426 / NEVADA,NEVADA,CHI-CHI'S MARGARITA,6,$58.50
11/18/2022,QUILLINS FOOD RANCH / WAUKON,WAUKON,JIM BEAM,12,$234.00
11/18/2022,LAURENS FOOD PRIDE,LAURENS,WINDSOR CANADIAN PET,6,$90.00
11/18/2022,FAREWAY STORES #166/ ANAMOSA,ANAMOSA,JAMESON,2,$52.48
11/18/2022,HY-VEE FAST AND FRESH #2 / GRIMES,GRIMES,NEW AMSTERDAM 80PRF MINI,5,$41.55
11/18/2022,RANDY'S NEIGHBORHOOD MARKET,DEWITT,EVAN WILLIAMS 1783 SMALL BATCH,4,$66.00
11/18/2022,FAREWAY STORES #008 / DYERSVILLE,DYERSVILLE,KESSLER BLEND WHISKEY,6,$99.00
11/18/2022,FAREWAY STORES #073 / COUNCIL BLUFFS,COUNCIL BLUFFS,UV BLUE RASPBERRY,4,$42.00
11/18/2022,FAREWAY STORES #384 / BOONE,BOONE,BAILEYS ORIGINAL IRISH CREAM,24,$593.76
11/18/2022,WAL-MART 1435 / CRESTON,CRESTON,PLATINUM 7X VODKA,12,$169.92
11/18/2022,CASEY'S GENERAL STORE #3032 / CHARITON,CHARITON,99 FRUITS MINI,24,$154.80
11/18/2022,HY-VEE C-STORE / SE ARMY POST,DES MOINES,MCCORMICK 80PRF VODKA MINI,4,$28.20
11/18/2022,CASEY'S GENERAL STORE #2908 / ANAMOSA,ANAMOSA,BLACK VELVET,24,$110.64
11/18/2022,KUM & GO #539/ NW 2ND AVE,DES MOINES,CROWN ROYAL REGAL APPLE MINI,2,$29.86
11/18/2022,JJ GAS AND FOOD / SPRINGVILLE,SPRINGVILLE,TEREMANA BLANCO TEQUILA,1,$23.87
11/18/2022,MAIN STREET MARKET OF ANITA,ANITA,TEQUILA ROSE LIQUEUR,1,$19.50
11/18/2022,QUIK TRIP #562 / NE 14TH / DSM,DES MOINES,BLACK VELVET,12,$94.20
11/18/2022,WORLD LIQUOR & TOBACCO + VAPORS / ADEL,ADEL,TWISTED SHOTZ MIAMI VICE,1,$82.86
11/21/2022,KC BROTHERS,DAVENPORT,NEW AMSTERDAM 80PRF,24,$144.00
11/21/2022,PIT STOP LIQUORS / NEWTON,NEWTON,FIREBALL CINNAMON WHISKEY MINI SLEEVE,36,$232.20
11/21/2022,JEFF'S MARKET / WILTON,WILTON,CROWN ROYAL REGAL APPLE,2,$15.00
11/21/2022,LIQUOR ON THE CORNER,CHEROKEE,SMIRNOFF WHIPPED CREAM,3,$37.14
11/21/2022,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,CEDAR RAPIDS,CAPTAIN MORGAN ORIGINAL SPICED PET,4,$17.96
11/21/2022,CASEY'S GENERAL STORE #2874 / RICEVILLE,RICEVILLE,NEW AMSTERDAM PINK WHITNEY,12,$144.00
11/21/2022,CASEY'S GENERAL STORE #2680 / CLARKS,CLARKSVILLE,BLACK VELVET,12,$94.20
11/21/2022,CENTRAL CITY 2,DES MOINES,CROWN ROYAL REGAL APPLE,180,"$4,723.20"
11/21/2022,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,CLINTON,KESSLER BLEND WHISKEY,6,$99.00
11/22/2022,HARTIG DRUG STORE #10 / IOWA CITY,IOWA CITY,BOMBAY SAPPHIRE GIN,2,$42.00
11/22/2022,SUPER MART / OELWEIN,OELWEIN,KESSLER BLEND WHISKEY,1,$16.50
11/22/2022,HY-VEE FOOD STORE #1 / WDM,WEST DES MOINES,SEAGRAMS 7 CROWN,12,$251.88
11/22/2022,R&L FOODS,DOON,JOSE CUERVO ESPECIAL REPOSADO W/1L CLASSIC MARGARITA MIX,24,$414.00
11/22/2022,WAL-MART 1152 / SIOUX CENTER,SIOUX CENTER,MALIBU WATERMELON,12,$161.88
11/22/2022,INDY 66 WEST #929 / INDIANOLA,INDIANOLA,JACK DANIELS OLD #7 BLACK LABEL,6,$285.48
11/22/2022,HY-VEE WINE AND SPIRITS / LE MARS,LE MARS,99 PEPPERMINT MINI,10,$77.40
11/22/2022,CASEY'S GENERAL STORE #2550 / OSCEOLA,OSCEOLA,FIREBALL CINNAMON WHISKEY,12,$162.00
11/22/2022,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,FIREBALL GIFT BOX,2,$154.80
11/22/2022,HY-VEE FOOD STORE / OSCEOLA,OSCEOLA,BLUE OX VODKA,12,$65.88
11/22/2022,KUM & GO #43 / NEW VIRGINIA,NEW VIRGINIA,JOSE CUERVO ESPECIAL REPOSADO,1,$17.25
11/23/2022,CASEY'S GENERAL STORE #2366 / OSKALOOSA,OSKALOOSA,NEW AMSTERDAM 80PRF,12,$72.00
11/23/2022,SITE FOOD MART,KEOKUK,UV BLUE RASPBERRY,3,$15.54
11/23/2022,CASEY'S GENERAL STORE #1941 / ANKENY,ANKENY,ADMIRAL NELSON SPICED,8,$35.92
11/23/2022,KUM & GO #4020 / ANKENY,ANKENY,SMIRNOFF 80PRF MINI,6,$67.26
11/23/2022,HY-VEE FOOD STORE #1 / AMES,AMES,FIVE O'CLOCK VODKA,6,$67.50
11/23/2022,CASEY'S GENERAL STORE #2764 / HIAWATHA,HIAWATHA,SMIRNOFF 80PRF,24,$179.76
11/23/2022,HY-VEE #7 / CEDAR RAPIDS,CEDAR RAPIDS,OBAN SINGLE MALT SCOTCH,3,$202.47
11/23/2022,CASEY'S GENERAL STORE #1941 / ANKENY,ANKENY,TEREMANA REPOSADO TEQUILA,3,$78.30
11/23/2022,FAREWAY STORES #848 / NEWTON,NEWTON,OLE SMOKY SALTY WATERMELON WHISKEY,3,$49.50
11/23/2022,HY-VEE -GARNER,GARNER,KINKY RED,6,$90.00
11/23/2022,HY-VEE / WINDSOR HEIGHTS,WINDSOR HEIGHTS,SAINTS N SINNERS MINI,2,$25.14
11/23/2022,WAL-MART 0748 / NEWTON,NEWTON,CROWN ROYAL REGAL APPLE,36,$944.64
11/23/2022,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,SPIRIT LAKE,CANADIAN CLUB WHISKY,6,$130.50
11/25/2022,"CENTRAL CITY LIQUOR, INC.",DES MOINES,DISARONNO AMARETTO,2,$47.46
11/25/2022,EASYGO,DES MOINES,PATRON SILVER,36,$810.00
11/25/2022,HY-VEE FAST AND FRESH #5 / URBANDALE,URBANDALE,CROWN ROYAL,1,$26.24
11/25/2022,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,MASON CITY,JOSE CUERVO AUTHENTIC LIGHT STRAWBERRY,6,$78.66
11/25/2022,SPIRITS LIQUOR / GRIMES,GRIMES,CLASE AZUL REPOSADO,1,$115.26
11/25/2022,SUPER QUICK 2 / HUBBELL,DES MOINES,NEW AMSTERDAM 80PRF,4,$44.00
11/25/2022,CASEY'S GENERAL STORE #3606,URBANDALE,TITOS HANDMADE VODKA,12,$180.00
11/25/2022,HY-VEE / GRIMES,GRIMES,OLD GRAND-DAD 100PRF BOND BOURBON 4YR,12,$243.00
11/25/2022,HY-VEE FOOD STORE / CHARITON,CHARITON,CROWN ROYAL VANILLA,1,$29.99
11/25/2022,HY-VEE FOOD STORE / CEDAR FALLS,CEDAR FALLS,HA BP CROWN ROYAL HAND SELECT BARREL,1,$41.24
11/25/2022,LOCAL LIQUOR / PANORA,PANORA,HIGH WEST LIMITED SUPPLY HIGH COUNTRY AMERICAN SINGLE MALT,1,$60.00
11/25/2022,SPIRITS LIQUOR / GRIMES,GRIMES,ADMIRAL NELSON SPICED,6,$103.98
11/25/2022,RUBACK'S FOOD CENTER,OAKLAND,UV BLUE RASPBERRY,2,$22.50
11/28/2022,HY-VEE / DRUGTOWN #1 / CEDAR RAPIDS,CEDAR RAPIDS,NEW AMSTERDAM GRAPEFRUIT MINI,10,$83.10
11/28/2022,HY-VEE FOOD STORE / CORALVILLE,CORALVILLE,SMIRNOFF GREEN APPLE,4,$49.52
11/28/2022,SAM'S FOOD,DAVENPORT,MCCORMICK 80PRF VODKA PET,72,$194.40
11/28/2022,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,CEDAR RAPIDS,JIM BEAM,2,$16.80
11/28/2022,WESTSIDE SPIRITS / CEDAR RAPIDS,CEDAR RAPIDS,BAILEYS ORIGINAL IRISH CREAM,4,$125.96
11/28/2022,HY-VEE #4 / DAVENPORT,DAVENPORT,KINKY BLUE MINI,2,$14.52
11/28/2022,LAKE CITY FOOD CENTER,LAKE CITY,BAILEYS ORIGINAL IRISH CREAM W/ GLASS MUG,6,$148.44
11/28/2022,HAMPTON CROSSROADS / HAMPTON,HAMPTON,RUMCHATA MINI,4,$53.24
11/28/2022,CASEY'S GENERAL STORE #3025 / CARROLL,CARROLL,HAWKEYE VODKA,12,$129.12
11/28/2022,CASEY'S GENERAL STORE #2989 / MECHANICSVILLE,MECHANICSVILLE,FIREBALL CINNAMON WHISKEY MINI SLEEVE,24,$154.80
11/28/2022,WAL-MART 2889 / CLINTON,CLINTON,ABSOLUT SWEDISH VODKA 80PRF,12,$179.88
11/28/2022,DUBUQUE WINE & SPIRITS,DUBUQUE,JOHNNIE WALKER RED,6,$157.44
11/28/2022,BROTHERS MARKET,WILLIAMSBURG,SKYY INFUSIONS WILD STRAWBERRY,2,$22.50
11/29/2022,FAREWAY STORES #167/JOHNSTON,JOHNSTON,SWELL VODKA,12,$108.00
11/29/2022,FAREWAY STORES #015 / DENISON,DENISON,MALIBU COCONUT,6,$175.44
